date,log_return
2024-09-16,0.0038791524550037277
2024-09-17,-0.007302372834111646
2024-09-18,0.011719165726833175
2024-09-19,-0.0019150592867744052
2024-09-23,0.014445968339145932
2024-09-24,-0.004672695239815809
2024-09-25,0.014957706852918178
2024-09-26,0.00019029706531699354
2024-09-30,-0.007738518412782319
2024-10-01,0.00021441637321211121
2024-10-02,-0.004126258522474421
2024-10-03,0.009465494479758488
2024-10-07,-0.003263759305298266
2024-10-08,0.0030110952166691888
2024-10-09,-0.0033766384112005636
2024-10-10,0.001970035086118647
2024-10-15,0.001265546914987406
2024-10-16,-0.004964628228746408
2024-10-17,0.006986105998705258
2024-10-21,-0.008527181449845555
2024-10-22,-0.009211923825921996
2024-10-23,-0.0032397705105054716
2024-10-24,-0.005935080440089972
2024-10-28,0.008420660485638344
2024-10-29,-0.007245349108516361
2024-10-30,-0.01049470814705913
2024-10-31,-0.0005722677005707637
2024-11-04,0.0067290029827076145
2024-11-05,0.0003107348784030495
2024-11-06,0.005984302684815482
2024-11-07,-0.016074286796711117
2024-11-12,-0.010936791004210872
2024-11-13,-0.004428573624177717
2024-11-14,-0.01044413708161256
2024-11-18,0.004830972013199774
2024-11-19,0.0013613583295107663
2024-11-20,0.00728039751622085
2024-11-21,0.008588573566459496
2024-11-25,0.003564115523133047
2024-11-26,0.001297558196896357
2024-12-02,-0.001803542899720222
2024-12-03,5.2801357070732247e-05
2024-12-04,-0.005254204924616268
2024-12-05,0.001829327283591607
2024-12-09,-0.0021862935892871718
2024-12-10,0.00019818576152507523
2024-12-11,-0.012136530369566143
2024-12-12,-0.009907302739012497
2024-12-16,-0.009726578886138777
2024-12-17,-0.025633035723281787
2024-12-18,0.00120245105160195
2024-12-19,0.01182592818715537
2024-12-23,0.007198238216689267
2024-12-26,-0.006544583572378295
2024-12-30,-0.008362360052993657
2025-01-02,0.00692217789355635
2025-01-06,-0.0007196673844370984
2025-01-07,-0.004259813332713684
2025-01-09,-0.014131678978659306
2025-01-13,0.015408193557072597
2025-01-14,0.005083218495228728
2025-01-15,0.007178941915061165
2025-01-16,0.006150102142728653
2025-01-21,0.0022436973440556635
2025-01-22,0.006045336752459913
2025-01-23,-0.00021029514893080578
2025-01-27,-0.0020761040693854415
2025-01-28,0.0008240722283543808
2025-01-29,0.007363930531577554
2025-01-30,-0.003389163507196931
2025-02-03,-0.0008520960412794421
2025-02-04,-0.0009819237931144682
2025-02-05,-0.005492371433812055
2025-02-06,-0.008471581591309615
2025-02-10,0.003433011954514317
2025-02-11,0.0010861884841190084
2025-02-12,0.004163724093942904
2025-02-13,0.004626297187032982
2025-02-18,0.010162435198189438
2025-02-19,-0.0024329720899527625
2025-02-20,-0.025844556819050193
2025-02-24,0.0012876104834204454
2025-02-25,-0.0011419797686151975
2025-02-26,-0.009377125944565318
2025-02-27,0.010723317521396238
2025-03-03,-0.011449948876101216
2025-03-04,0.011395915921291737
2025-03-05,-0.006559300144709938
2025-03-06,0.009535612375391097
2025-03-10,-0.022280903707890036
2025-03-11,-0.0016096178017775424
2025-03-12,-0.014039885279110416
2025-03-13,0.013639810296342147
2025-03-17,0.010390953712863048
2025-03-18,0.003517017948642874
2025-03-19,-0.007850956166748897
2025-03-20,-0.0021831096263341776
2025-03-24,0.006438942765924666
2025-03-25,-0.004145504290424037
2025-03-26,-0.0023315754372067827
2025-03-27,-0.012278314821698146
2025-03-31,0.00031802262115118897
2025-04-01,0.005065639801823407
2025-04-02,-0.03909648107423193
2025-04-03,-0.05948364219743698
2025-04-07,-0.03499941442905739
2025-04-08,0.06856449240998595
2025-04-09,-0.03535513978592712
2025-04-10,0.01716309237734482
2025-04-14,0.0005512303320027272
2025-04-15,-0.012637804850781809
2025-04-16,0.0019590485739325696
2025-04-21,0.005851703331937306
2025-04-22,0.009780862644569179
2025-04-23,0.015735430508896277
2025-04-24,-0.0006888124916935504
2025-04-28,0.009570175154470027
2025-04-29,-0.002266735196825233
2025-04-30,-0.0034060983855629437
2025-05-01,0.013778595646113098
2025-05-05,-0.007810576205501806
2025-05-06,-0.0002587247299622528
2025-05-07,0.009889357630350995
2025-05-08,-0.002520842351443256
2025-05-12,0.029044340245557625
2025-05-13,-0.010803509714341592
2025-05-14,0.005681431799714316
2025-05-15,0.007125088858274345
2025-05-19,-0.007240997673291125
2025-05-20,-0.022355096551808278
2025-05-21,-0.0029489504334861637
2025-05-22,-0.0017896925623014336
2025-05-27,0.0018939462236976685
2025-05-28,0.00686213767942418
2025-05-29,-0.003344731825910186
2025-06-02,0.010940339728489857
2025-06-03,0.002701581749604472
2025-06-04,-0.00039964857251660493
2025-06-05,0.008611245349890233
2025-06-09,0.014601980327447563
2025-06-10,0.00021572022220713732
2025-06-11,-0.0024469216289186263
2025-06-12,-0.012319200465889751
2025-06-16,-0.00570545526891331
2025-06-17,-0.0038928448464537607
2025-06-23,0.01532467787709088
2025-06-24,-0.001126728926585998
2025-06-25,0.007473130990388158
2025-06-26,-0.0012035508356040361
2025-06-30,0.006517700388213202
2025-07-01,0.006306924568287384
2025-07-02,0.002731185476816232
2025-07-07,0.0002847137370780477
2025-07-08,0.008726036486366318
2025-07-09,0.004913620610058622
2025-07-10,-0.006349371904862598
2025-07-14,-0.007753757670788689
2025-07-15,0.006002932955926928
2025-07-16,0.007960201481301964
2025-07-17,-0.0015084979656430682
2025-07-21,0.013895492716966319
2025-07-22,0.002216660291312846
2025-07-23,0.003910133051986975
2025-07-24,-0.00011834197298712527
2025-07-28,-0.012406693326453081
2025-07-29,-0.015032044156666924
2025-07-30,-0.008010567969903626
2025-07-31,-0.008633827922492497
2025-08-04,0.0058102376887572745
2025-08-05,-0.0042874776863509115
2025-08-06,0.0016932289645335626
2025-08-07,0.004407370655999166
2025-08-11,0.0022917275451822434
2025-08-12,0.019891177798876454
2025-08-13,-0.006224655825253753
2025-08-14,0.0031419012021802256
2025-08-18,0.00211432780548
2025-08-19,-0.002437697272438588
2025-08-20,-0.0009942721537599722
2025-08-21,0.0191295594958608
2025-08-25,-0.009384266960192069
2025-08-26,0.006778765926824449
2025-08-27,0.0019456267032590666
2025-08-28,0.002513558532925529
2025-09-02,-0.009153248252142612
2025-09-03,0.0016565971577326064
2025-09-04,0.001785075640103931
2025-09-08,-0.010068597501178516
2025-09-09,-0.0015302653208850924
2025-09-10,0.012214507802264228
2025-09-11,-0.0036852477783296564
2025-09-15,0.002935302385824768
2025-09-16,0.0013783958283388469
2025-09-17,0.005907795892740562
2025-09-18,0.002069218506571542
2025-09-22,-0.0036420656916809476
2025-09-23,-0.002463885128977788
2025-09-24,-0.004399881428818994
2025-09-25,0.00962633986904472
2025-09-29,0.004376208296276031
2025-09-30,0.015070562462519211
2025-10-01,0.0013670544711980304
2025-10-02,0.0019821407683557127
2025-10-06,0.007278371788409708
2025-10-07,0.007962524374105717
2025-10-08,-0.005074457767899327
2025-10-09,-0.01997847738866223
2025-10-14,0.02153355522607558
2025-10-15,-0.00600877174613658
2025-10-16,-0.0009387631339797945
2025-10-20,0.011906388066664006
2025-10-21,-0.0058562328458191745
2025-10-22,0.005851812277667274
2025-10-23,0.008154367025334468
2025-10-27,-0.01812529175978782
2025-10-28,-0.013875743696766973
2025-10-29,0.00038877370571429974
2025-10-30,-0.00037424035833297513
2025-11-03,-0.02183539112085698
2025-11-04,0.01200799127633149
2025-11-05,-0.0030905556746483676
2025-11-06,0.01428347891386565
2025-11-10,0.01692182328275721
2025-11-12,0.006359085465358663
2025-11-13,-0.005611674205097083
2025-11-17,-0.01228446168663636
2025-11-18,-0.004257259232867956
2025-11-19,-0.014180479144525903
2025-11-20,0.017232914107101604
2025-11-24,0.01249938321094661
2025-11-25,0.0022932429979324255
2025-12-01,0.004420665452076558
2025-12-02,0.0010234435955447153
2025-12-03,-0.008083451341625794
2025-12-04,0.002747900059912302
2025-12-08,-0.0059221656388241724
2025-12-09,0.009040454904716683
2025-12-10,0.005789306712500598
2025-12-11,-0.00200934746127088
2025-12-15,-0.0008371655481511607
2025-12-16,0.003383021075408854
2025-12-17,0.0027480763220802443
2025-12-18,0.006188253176399798
2025-12-22,0.007648606851423767
2025-12-23,0.00220081075483634
2025-12-29,0.0019558406677718273
2025-12-30,-0.009434159274158322
2026-01-05,0.031063788236009082
2026-01-06,-0.0051518186212969296
2026-01-07,-0.0020626581462867243
2026-01-08,0.004510361295261735
2026-01-12,0.009406542764761345
2026-01-13,0.008109879773035417
2026-01-14,-0.00018657332056195696
2026-01-15,-0.009021486815509246
2026-01-20,0.008686274365754905
2026-01-21,0.007136340488931841
2026-01-22,0.0008979276742072988
2026-01-26,0.008898852122372696
2026-01-27,-0.007171483480253607
